Site,Year,Plant.ID,Block,Treatment,obs,time,elapsed,date,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
S2,2012,17,4,D,225,1531765488,20231,20180716 13:24:48,1531765476,0.005978444,13.64617402,400.1349355,334.4242952,33.79118923,40.43078064,0.40746502,3.426317346,0.382331972,0.24108629,193.7423742,26.67848283,26.54926774,3.485497631,54.31583209,1.947993026,3.586418455,1.537504605,-263.6493629,89.63191868,5.633862121,25.35879208,-0.041856433,0.046987513,3.499768052,1,0,1,0,53367.54491,0,0,0,0,#DIV/0!,-1,RECT-921-20180716-13_26_20,239.9043077,278.261,0.137844298,0.5,1009.224677,13.64617402,69.55793378,1,0.014512303,-1,-,0,278.261,0.137844298,#DIV/0!,0.137844298,#DIV/0!,-,-,-,-,-,-,-,-,1200.049677,1009.224677,0.84098575,0.191971499,2,0.5,0: Broadleaf,1531765476,400.1349355,416.1622581,19.27887742,13.41972581,200.1377097,100.942871,0.099994961,27.0345,26.54926774,999.9,9999.599032,0,0.001530173,1200.049677,0.967005935,0.032994116,0,232.9140645,4.99999,4752.110968,11998.13871,48.34025806,50.937,49.562,50.151,50.34045161,1155.618065,39.4316129,0,3.299999952,239.9043077,55.19470494,36980.92547,8896.084231,15,1531764173,13:02:52,10,2.32,-0.01,421,12,0.04,0.01,-16.05641463,-0.055266899,0.258907387,1,299.0701765,-24.59339076,2.417994788,0,5.858924634,0.011379721,0.002648402,1,2,2,02-Feb,100,100,2.32,-0.01,2,183.877,454.429,18.3858,32.6532,30.0003,32.5498,32.463,15.3336,51.9682,0,18.2704,416.2,13.6493,99.8999,99.9714
S2,2012,17,4,W,190,1532107331,15379.4,20180720 12:22:10,1532107323,0.007610285,14.17647776,399.6889677,349.0493747,35.47920121,40.6264739,0.580894481,3.439339231,0.531382122,0.33620993,193.731056,26.29254107,26.30532903,3.435705405,56.36933224,2.019035443,3.581797696,1.416669962,-335.6135898,131.1331862,8.200325981,-2.5490216,-0.042059185,0.04721512,3.513145732,0,0,1,0,53630.27051,0,0,0,0,#DIV/0!,-1,RECT-2056-20180720-12_23_44,262.7541538,310.887,0.154824249,0.5,1009.162877,14.17647776,78.12144207,1,0.01503868,-1,-,0,310.887,0.154824249,#DIV/0!,0.154824249,#DIV/0!,-,-,-,-,-,-,-,-,1199.975806,1009.162877,0.84098602,0.19197204,2,0.5,0: Broadleaf,1532107323,399.6889677,416.891871,19.86355484,12.41107419,200.178129,101.4452258,0.19999629,27.01254516,26.30532903,999.9,9998.279355,0,0.00152894,1199.975806,0.966997258,0.033003213,0,262.987129,4.99999,4866.240645,11997.39677,49.09248387,51.508,50.312,50.774,51.054,1155.535806,39.44,0,152.9000001,262.7541538,-25.77784618,-358.9935045,4862.796923,15,1532105187,11:46:26,5,2.289,-0.018,416,12,0.09,0.01,-17.20657805,-0.483539373,0.191472417,1,7.44338439,0.243122718,0.027932445,0,1,2,02-Jan,100,100,2.289,-0.018,2,184.077,465.725,18.1046,32.621,30.0003,32.4662,32.3581,15.4092,50.1492,0,18.0923,416.839,12.2802,99.8931,99.9742,,,,
S2,2012,17,4,W,191,1532107334,15382.9,20180720 12:22:14,1532107324,0.007615527,14.16276916,399.7017097,348.9447365,35.46858986,40.62779725,0.57899896,3.439455191,0.529796064,0.335194096,193.7313105,26.29322851,26.3281,3.44032693,56.34734134,2.018465336,3.582183805,1.421861594,-335.844739,127.2555845,7.958554004,-6.899289913,-0.042060993,0.047217149,3.513264863,0,0,1,0,53632.15395,0,0,0,0,#DIV/0!,-1,RECT-2057-20180720-12_23_47,264.9761154,308.732,0.141727727,0.5,1009.164474,14.16276916,71.51329355,1,0.015025072,-1,-,0,308.732,0.141727727,#DIV/0!,0.141727727,#DIV/0!,-,-,-,-,-,-,-,-,1199.977742,1009.164474,0.840985994,0.191971988,2,0.5,0: Broadleaf,1532107324,399.7017097,416.8923226,19.85793226,12.40061613,200.1872581,101.4452903,0.200002323,27.01438065,26.3281,999.9,9998.702581,0,0.00152894,1199.977742,0.966998,0.033002448,0,262.4280968,4.99999,4858.518387,11997.41935,49.09448387,51.508,50.312,50.778,51.054,1155.53871,39.43903226,0,2.900000095,264.9761154,35.04544295,36014.12368,7135.98,15,1532105187,11:46:26,5,2.289,-0.018,416,12,0.09,0.01,-17.18904878,0.046191638,0.188191445,1,7.458071707,0.316345087,0.033291259,0,1,2,02-Jan,100,100,2.289,-0.018,2,184.302,465.675,18.0952,32.6228,30.0006,32.4683,32.3601,15.4192,50.4314,0,18.0747,417.06,12.1838,99.8941,99.9735,,,,
S2,2012,17,4,W,192,1532107340,15388.9,20180720 12:22:20,1532107328,0.007636482,14.21249914,399.7260323,346.640536,35.23432079,40.63020272,0.553392398,3.439392385,0.508263018,0.321411831,193.7294601,26.32262541,26.6305871,3.5022358,56.18018694,2.01651043,3.589362265,1.48572537,-336.7688528,77.48651527,4.854253939,-60.69862348,-0.042060014,0.04721605,3.51320034,0,0,1,0,53624.8595,0,0,0,0,#DIV/0!,-1,RECT-2058-20180720-12_23_53,265.7928462,304.3,0.126543391,0.5,1009.154477,14.21249914,63.85091475,1,0.0150745,-1,-,0,304.3,0.126543391,#DIV/0!,0.126543391,#DIV/0!,-,-,-,-,-,-,-,-,1199.965806,1009.154477,0.840986028,0.191972056,2,0.5,0: Broadleaf,1532107328,399.7260323,416.974871,19.83873226,12.36075484,200.1873871,101.445129,0.199996484,27.04847419,26.6305871,999.9,9998.485806,0,0.001549901,1199.965806,0.966996806,0.033003539,0,260.0555484,4.99999,4824.422581,11997.29355,49.17516129,51.512,50.312,50.788,51.07022581,1155.525806,39.44,0,5.299999952,265.7928462,-8.251012438,14929.69657,9375.551538,15,1532105187,11:46:26,5,2.289,-0.018,416,12,0.09,0.01,-17.19815122,0.667651568,0.195350754,0,7.482031463,0.257576864,0.02940262,0,0,2,0/2,100,100,2.289,-0.018,2,184.261,465.378,18.0748,32.6271,30.0004,32.4712,32.362,15.415,50.4314,0,18.0556,417.216,12.1801,99.8947,99.9727,,,,
S2,2012,18,3,D,211,1531163143,17947.4,20180709 14:05:42,1531163135,0.008292846,13.45943128,399.8568983,353.0400328,35.97313258,40.7435528,0.614384038,3.44945442,0.559433951,0.354172801,193.7373487,26.11646188,25.57709355,3.290735535,50.83744488,1.818142137,3.576383788,1.472593398,-365.7145021,262.1570613,16.28419542,106.4641033,-0.042216926,0.047392198,3.523537728,1,0,1,0,54364,0,0,0,0,0,-1,RECT-1856-20180709-14_07_11,359.4354615,414.786,0.133443603,0.5,1009.194968,13.45943128,67.33530649,0,0.014327689,-1,-,0,0,0,0,0,0,-,-,-,-,-,-,-,-,1200.013871,1009.194968,0.840986085,0.191972171,2,0.5,0: Broadleaf,1531163135,399.8569032,416.6177097,17.84323226,9.705434839,200.1739355,101.7954839,0.099851613,26.98679032,25.57709355,999.9,10001.24613,0,0.00152894,1200.013871,0.966993613,0.033006297,0,359.8496129,4.99999,6198.754516,11997.74839,47.0903871,49.48577419,48.258,48.383,49.125,1155.57,39.44387097,0,176.8999999,359.4354615,-52.99733338,-824.3408554,6192.008846,15,1531163040,14:04:00,14,-0.257,-0.036,414,9,0.02,0.01,-16.7756561,0.385009756,0.070982554,1,260.8812941,-0.265527114,0.17813074,1,8.167411707,-0.576383833,0.060279163,0,1,2,02-Jan,100,100,-0.257,-0.036,2,184.019,466.142,19.8788,31.1079,29.9986,30.9763,30.8683,15.101,70.7617,0,19.9409,416.524,9.73882,99.9497,100.01
S2,2012,18,3,D,212,1531163147,17951.9,20180709 14:05:47,1531163137,0.008281523,13.43807252,399.8769627,352.5826584,35.92657757,40.74565319,0.606532788,3.452728889,0.552958633,0.350017376,193.7419155,26.12524421,25.65830968,3.306633909,50.84383076,1.818953222,3.57752985,1.487680686,-365.2151602,248.3034462,15.41572001,92.24592155,-0.042268035,0.047449572,3.526901885,1,0,1,0,53742,0,0,0,0,0,-1,RECT-1857-20180709-14_07_15,360.0615385,410.816,0.123545484,0.5,1009.218832,13.43807252,62.34221453,0,0.014306186,-1,-,0,0,0,0,0,0,-,-,-,-,-,-,-,-,1200.042258,1009.218832,0.840986078,0.191972156,2,0.5,0: Broadleaf,1531163137,399.8769677,416.610871,17.85116774,9.725132581,200.1883548,101.7955806,0.099894684,26.99224516,25.65830968,999.9,10013.34452,0,0.00152894,1200.042258,0.966993903,0.03300599,0,357.8582258,4.99999,6169.856452,11998.03548,47.10051613,49.48780645,48.254,48.385,49.125,1155.597742,39.44451613,0,3.899999857,360.0615385,9.546685353,37267.43564,9119.712692,15,1531163040,14:04:00,14,-0.257,-0.036,414,9,0.02,0.01,-16.72505366,0.691429965,0.089247672,0,260.8812941,-0.265527114,0.17813074,1,8.137352927,-0.277345296,0.039786771,0,0,2,0/2,100,100,-0.257,-0.036,2,184.395,465.869,19.9111,31.1119,29.9988,30.981,30.873,15.1058,70.7617,0,19.9613,416.681,9.72804,99.9504,100.01
S2,2012,18,3,D,213,1531163209,18013.9,20180709 14:06:49,1531163201,0.008314347,13.34007712,400.0262854,352.671885,35.93612807,40.76138879,0.602409124,3.4484822,0.549467993,0.347785502,193.7290441,26.09617161,25.76354516,3.327333936,51.05933408,1.824446983,3.573189928,1.502886953,-366.6626898,224.5914004,13.96665276,65.62440744,-0.042201755,0.047375167,3.522538886,1,0,1,0,54119,0,0,0,0,0,-1,RECT-1858-20180709-14_08_17,316.7264231,371.652,0.147787653,0.5,1009.149629,13.34007712,74.56992775,0,0.01421006,-1,-,0,0,0,0,0,0,-,-,-,-,-,-,-,-,1199.959677,1009.149629,0.840986283,0.191972566,2,0.5,0: Broadleaf,1531163201,400.0262903,416.6759677,17.90485484,9.747389355,200.1964839,101.7967742,0.100001797,26.97158065,25.76354516,999.9,9997.525484,0,0.00152894,1199.959677,0.966989903,0.033009897,0,317.0090323,4.99999,5570.919677,11997.19677,47.282,49.53,48.375,48.45529032,49.254,1155.509677,39.45,0,61.69999981,316.7264231,-23.72721365,-362.7408547,5566.561154,15,1531163040,14:04:00,14,-0.257,-0.036,414,9,0.02,0.01,-16.63483415,-0.444039721,0.061779417,1,260.8812941,-0.265527114,0.17813074,1,8.192380244,-0.766743763,0.077225461,0,1,2,02-Jan,100,100,-0.257,-0.036,2,184.095,465.809,19.8527,31.1745,30.0006,31.0507,30.9495,15.1015,70.7579,0,19.8694,416.598,9.86299,99.9457,100.001
S2,2012,18,3,W,52,1531493875,3343.5,20180713 09:57:55,1531493867,0.006283628,15.60705882,399.7166774,333.8121011,33.91095861,40.60600458,0.462511094,3.442067271,0.430551515,0.271781882,193.7313164,26.57981536,26.13590645,3.401489822,54.69722958,1.958001277,3.579708317,1.443488546,-277.1079946,160.8330175,10.04060089,87.49694019,-0.042101706,0.047262854,3.51594839,1,0,1,0,53684.95268,0,0,0,0,#DIV/0!,-1,RECT-2819-20180713-09_59_25,243.5805385,301.301,0.19157076,0.5,1009.16399,15.60705882,96.66315626,1,0.016456254,-1,-,0,301.301,0.19157076,#DIV/0!,0.19157076,#DIV/0!,-,-,-,-,-,-,-,-,1199.977097,1009.16399,0.840986043,0.191972086,2,0.5,0: Broadleaf,1531493867,399.7166774,417.8192258,19.27413871,13.11712581,200.1787742,101.487,0.099966152,27.00260968,26.13590645,999.9,10004.26774,0,0.00152894,1199.977097,0.966993935,0.033006365,0,243.5812581,4.99999,3900.2,11997.38387,43.762,45.562,44.887,45.125,46,1155.536129,39.44096774,0,245.9000001,243.5805385,-1.844786324,49.25333339,3900.443077,15,1531492660,9:37:40,2,2.421,0.012,411,14,0.15,0.02,-18.08097561,-0.289243902,0.107039972,1,333.0775588,-102.1591801,10.09128135,0,6.163771463,-0.143136376,0.014927272,0,1,2,02-Jan,100,100,2.421,0.012,2,183.696,502.454,22.9272,27.858,30.0005,27.806,27.7391,15.413,39.0906,0,22.9123,417.994,13.2297,100.643,100.679
S2,2012,18,3,W,53,1531493879,3347,20180713 09:57:58,1531493868,0.006279702,15.6274019,399.7202903,333.4406456,33.87314418,40.60627642,0.460212314,3.442191023,0.428559037,0.270511679,193.7327392,26.58471259,26.16357742,3.407057671,54.67896457,1.957806949,3.580548689,1.449250721,-276.9348539,156.4454519,9.76788721,83.01122445,-0.042103636,0.04726502,3.516075527,1,0,1,0,53686.59106,0,0,0,0,#DIV/0!,-1,RECT-2820-20180713-09_59_29,247.8556154,298.703,0.170227231,0.5,1009.171567,15.6274019,85.89424082,1,0.016476289,-1,-,0,298.703,0.170227231,#DIV/0!,0.170227231,#DIV/0!,-,-,-,-,-,-,-,-,1199.986129,1009.171567,0.840986027,0.191972055,2,0.5,0: Broadleaf,1531493868,399.7202903,417.8408387,19.27227097,13.11935806,200.1873871,101.4867419,0.0999861,27.00660645,26.16357742,999.9,10004.75161,0,0.00152894,1199.986129,0.966994516,0.033005784,0,243.5144839,4.99999,3900.027097,11997.47419,43.758,45.56403226,44.891,45.125,46,1155.545806,39.44064516,0,2.700000048,247.8556154,69.0223695,35571.62487,6101.272308,15,1531492660,9:37:40,2,2.421,0.012,411,14,0.15,0.02,-18.10869024,-0.177117073,0.112656092,1,333.0775588,-102.1591801,10.09128135,0,6.151190488,-0.206781951,0.021374881,0,1,2,02-Jan,100,100,2.421,0.012,2,183.933,502.434,22.92,27.8601,30.0004,27.8075,27.7405,15.4119,39.0906,0,22.9104,417.969,13.2397,100.641,100.678
S2,2012,18,3,W,54,1531493882,3350.5,20180713 09:58:02,1531493870,0.006273456,15.63494795,399.7229677,332.5228578,33.77988764,40.60652259,0.453585521,3.441693638,0.42280045,0.266841882,193.7333541,26.59756461,26.25328387,3.425162833,54.64097834,1.95776933,3.582969027,1.467393503,-276.6593935,141.9129465,8.866299236,67.85320634,-0.042095882,0.047256315,3.515564535,1,0,1,0,53675.049,0,0,0,0,#DIV/0!,-1,RECT-2821-20180713-09_59_32,251.5841923,295.916,0.149812135,0.5,1009.175061,15.63494795,75.59333515,1,0.016483709,-1,-,0,295.916,0.149812135,#DIV/0!,0.149812135,#DIV/0!,-,-,-,-,-,-,-,-,1199.990323,1009.175061,0.840986,0.191971999,2,0.5,0: Broadleaf,1531493870,399.7229677,417.8485161,19.2719129,13.12513871,200.1880645,101.4866774,0.099986019,27.0181129,26.25328387,999.9,10002.91548,0,0.00152894,1199.990323,0.966995484,0.033004823,0,243.31,4.99999,3898.916129,11997.52258,43.77812903,45.56403226,44.891,45.129,46.004,1155.550968,39.43967742,0,2.700000048,251.5841923,83.75691723,47552.42707,8270.482692,15,1531492660,9:37:40,2,2.421,0.012,411,14,0.15,0.02,-18.13579512,-0.220898258,0.116210996,1,333.0775588,-102.1591801,10.09128135,0,6.138025366,-0.289877561,0.02974314,0,1,2,02-Jan,100,100,2.421,0.012,2,184.044,502.436,22.9145,27.8622,30.0003,27.8096,27.7426,15.4134,39.0906,0,22.8184,418.152,13.2861,100.641,100.678
S2,2012,18,4,D,151,1531673864,13298.5,20180715 11:57:44,1531673857,0.006949832,11.83890468,399.9401724,352.5602559,35.67656373,40.47107072,0.523320311,3.430815726,0.482677075,0.305061334,193.7351055,26.40854877,26.06964828,3.388189884,55.091472,1.96973693,3.575393538,1.418452954,-306.4876025,168.7645566,10.56571876,66.5777784,-0.041926433,0.047066094,3.504389271,0,0,1,0,53465.73041,0,0,0,0,#DIV/0!,-1,RECT-610-20180715-11_59_15,295.2216154,340.733,0.133569054,0.5,1009.185383,11.83890468,67.39796865,1,0.012722048,-1,-,0,340.733,0.133569054,#DIV/0!,0.133569054,#DIV/0!,-,-,-,-,-,-,-,-,1200.002759,1009.185383,0.840985886,0.191971771,2,0.5,0: Broadleaf,1531673857,399.9401724,414.5458621,19.46518621,12.65656897,200.1743448,101.0928276,0.099984507,26.98207586,26.06964828,999.9,10001.46448,0,0.00152894,1200.002759,0.96700069,0.032999272,0,295.3085172,4.99999,5176.61931,11997.67241,46.562,48.59675862,47.625,48.125,48.62065517,1155.567241,39.43551724,0,235.0999999,295.2216154,-28.05736754,-429.4936754,5174.165769,15,1531673442,11:50:41,9,2.303,0.009,417,14,0.03,0.01,-14.66057561,0.582269686,0.122052287,0,291.7965588,-2.65840641,0.316915946,0,6.816395366,-0.143453101,0.01430453,0,0,2,0/2,100,100,2.303,0.009,2,184.087,477.789,20.5053,30.2451,29.9996,30.1552,30.0728,15.2781,47.6248,0,20.5297,414.632,12.6403,100.275,100.336
S2,2012,18,4,D,152,1531673868,13302,20180715 11:57:47,1531673858,0.006947184,11.82708021,399.9452414,352.3392249,35.65425338,40.47164769,0.520127854,3.431354275,0.479964384,0.303327407,193.7335096,26.4122479,26.10548621,3.395377946,55.07503946,1.969499626,3.576029441,1.42587832,-306.3708179,162.7214241,10.18776286,60.27187868,-0.041934817,0.047075505,3.504942531,0,0,1,0,53475.44743,0,0,0,0,#DIV/0!,-1,RECT-611-20180715-11_59_19,297.6503077,338.804,0.121467551,0.5,1009.176983,11.82708021,61.29112855,1,0.012710437,-1,-,0,338.804,0.121467551,#DIV/0!,0.121467551,#DIV/0!,-,-,-,-,-,-,-,-,1199.992759,1009.176983,0.840985894,0.191971788,2,0.5,0: Broadleaf,1531673858,399.9452414,414.5386897,19.46281034,12.6564931,200.1661724,101.093,0.099972183,26.98510345,26.10548621,999.9,10003.44724,0,0.00152894,1199.992759,0.967000345,0.032999593,0,294.750069,4.99999,5166.851034,11997.57241,46.562,48.59675862,47.625,48.125,48.62065517,1155.557241,39.43551724,0,2.900000095,297.6503077,33.69143957,34365.21892,7576.919615,15,1531673442,11:50:41,9,2.303,0.009,417,14,0.03,0.01,-14.63309268,0.853218815,0.130711487,0,291.7965588,-2.65840641,0.316915946,0,6.809342927,-0.125821882,0.012496993,0,0,2,0/2,100,100,2.303,0.009,2,184.207,477.923,20.5225,30.2468,29.9998,30.1569,30.0749,15.2627,47.6248,0,20.5405,414.502,12.6403,100.275,100.337
S2,2012,18,4,D,153,1531673873,13307,20180715 11:57:52,1531673861,0.006950538,11.8445827,399.9429655,350.4718738,35.46547046,40.47162266,0.499629292,3.431385515,0.46244827,0.292139823,193.7351606,26.44020847,26.37567586,3.450000301,54.99083509,1.969804821,3.582060207,1.48019548,-306.5187051,118.0471309,7.401759339,12.66534568,-0.041935303,0.047076051,3.504974625,0,0,1,0,53470.9396,0,0,0,0,#DIV/0!,-1,RECT-612-20180715-11_59_24,298.7285769,334.408,0.106694287,0.5,1009.185672,11.8445827,53.83717281,1,0.01272767,-1,-,0,334.408,0.106694287,#DIV/0!,0.106694287,#DIV/0!,-,-,-,-,-,-,-,-,1200.003103,1009.185672,0.840985885,0.191971771,2,0.5,0: Broadleaf,1531673861,399.9429655,414.5551379,19.46572759,12.65618621,200.1673793,101.0935172,0.099968203,27.0137931,26.37567586,999.9,10003.51207,0,0.00152894,1200.003103,0.967000724,0.032999166,0,293.0048966,4.99999,5139.907931,11997.67931,46.603,48.59675862,47.625,48.125,48.62706897,1155.567586,39.43551724,0,4.5,298.7285769,3.313174667,22676.12258,10005.47808,15,1531673442,11:50:41,9,2.303,0.009,417,14,0.03,0.01,-14.61119756,-0.45081324,0.090217984,1,291.7965588,-2.65840641,0.316915946,0,6.80462561,-0.026966132,0.012432744,1,2,2,02-Feb,100,100,2.303,0.009,2,184.13,478.043,20.54,30.2494,30,30.1602,30.0774,15.2718,47.6248,0,20.5196,414.698,12.6359,100.274,100.335
S2,2012,18,4,W,103,1532101422,9470.4,20180720 10:43:41,1532101414,0.008729621,16.68152924,399.3613226,354.7522719,36.04951682,40.58263711,0.794390965,3.442056108,0.704857391,0.447736323,193.7334313,26.02174412,25.26404839,3.230078746,56.0171693,2.00394628,3.577378695,1.226132466,-384.9763032,320.5647524,19.92429328,149.2461738,-0.042101532,0.047262658,3.515936921,0,0,1,0,53685.24254,0,0,0,0,#DIV/0!,-1,RECT-1969-20180720-10_45_15,273.5398462,331.818,0.175632889,0.5,1009.177781,16.68152924,88.62240439,1,0.017520728,-1,-,0,331.818,0.175632889,#DIV/0!,0.175632889,#DIV/0!,-,-,-,-,-,-,-,-,1199.993871,1009.177781,0.840985779,0.191971558,2,0.5,0: Broadleaf,1532101414,399.3613226,419.511,19.72022258,11.17044194,200.1799032,101.4188387,0.200008226,26.99152581,25.26404839,999.9,10010.95,0,0.00152894,1199.993871,0.967002516,0.032997526,0,274.1627097,4.99999,5757.626129,11997.6,46.25,48.266,47.312,47.687,48.312,1155.562903,39.43096774,0,113.1000001,273.5398462,-50.60663251,-759.1401714,5748.873462,15,1532100108,10:21:47,3,2.346,-0.003,412,13,0.18,0.01,-20.1817561,0.52235122,0.117214517,0,8.52962878,0.338032892,0.03573579,0,0,2,0/2,100,100,2.346,-0.003,2,183.894,487.041,21.0014,29.444,30.0005,29.3356,29.2498,15.4759,50.3687,0,20.9957,419.68,11.0127,100.398,100.471,,,,
S2,2012,18,4,W,104,1532101428,9476.4,20180720 10:43:47,1532101418,0.008750951,16.63542818,399.4437419,353.820916,35.95471912,40.59083817,0.773130328,3.440267294,0.688012155,0.436871649,193.7355603,26.04259743,25.4289129,3.261900599,55.90167944,2.002879532,3.58286111,1.259021067,-385.9169312,294.6564813,18.34104664,120.8161571,-0.042073649,0.047231357,3.514099177,0,0,1,0,53646.47566,0,0,0,0,#DIV/0!,-1,RECT-1970-20180720-10_45_21,273.2475,324.346,0.157543179,0.5,1009.1889,16.63542818,79.49541386,1,0.017474854,-1,-,0,324.346,0.157543179,#DIV/0!,0.157543179,#DIV/0!,-,-,-,-,-,-,-,-,1200.007097,1009.1889,0.840985776,0.191971553,2,0.5,0: Broadleaf,1532101418,399.4437419,419.5564839,19.70980968,11.13909355,200.1809677,101.4184516,0.199958968,27.0176,25.4289129,999.9,10004.35806,0,0.00152894,1200.007097,0.967002548,0.032997494,0,270.5671935,4.99999,5707.589355,11997.73871,46.27012903,48.28,47.312,47.69919355,48.32012903,1155.575806,39.43129032,0,5.5,273.2475,-18.562099,16127.22373,8109.885385,15,1532100108,10:21:47,3,2.346,-0.003,412,13,0.18,0.01,-20.13703415,0.378547735,0.095706486,1,8.570080732,0.349936725,0.03655795,0,1,2,02-Jan,100,100,2.346,-0.003,2,183.928,486.926,20.9311,29.449,30.0021,29.3406,29.2558,15.475,50.6726,0,20.7441,419.798,10.9255,100.396,100.471,,,,
S2,2012,18,4,W,105,1532101432,9480.4,20180720 10:43:51,1532101420,0.008771232,16.6228207,399.4677419,353.2783809,35.89958197,40.5932707,0.76233988,3.441028879,0.679461341,0.431356394,193.7346154,26.05296101,25.52780968,3.281120616,55.86876964,2.003428288,3.585953836,1.277692328,-386.8113441,279.1009386,17.37881825,103.4030283,-0.04208552,0.047244683,3.514881592,0,0,1,0,53658.36244,0,0,0,0,#DIV/0!,-1,RECT-1971-20180720-10_45_25,274.2307308,319.811,0.142522519,0.5,1009.184013,16.6228207,71.91572368,1,0.017462445,-1,-,0,319.811,0.142522519,#DIV/0!,0.142522519,#DIV/0!,-,-,-,-,-,-,-,-,1200.00129,1009.184013,0.840985773,0.191971546,2,0.5,0: Broadleaf,1532101420,399.4677419,419.5765161,19.7152129,11.12454194,200.1777419,101.4184516,0.199943161,27.03229355,25.52780968,999.9,10007.18065,0,0.00152894,1200.00129,0.967002484,0.032997539,0,268.6946774,4.99999,5682.692581,11997.67419,46.29629032,48.284,47.31403226,47.70529032,48.33222581,1155.570323,39.43096774,0,3.5,274.2307308,-17.57770485,19461.44832,10447.87923,15,1532100108,10:21:47,3,2.346,-0.003,412,13,0.18,0.01,-20.12805854,-0.041080139,0.0834921,1,8.598688537,0.520992544,0.053894384,0,1,2,02-Jan,100,100,2.346,-0.003,2,184.114,487.154,20.7546,29.4522,30.0028,29.3448,29.2589,15.4831,50.6726,0,20.6382,419.966,10.9638,100.393,100.468,,,,
S2,2012,19,3,D,49,1531059240,4171.9,20180708 09:14:00,1531059232,0.008649546,17.23152856,399.213,341.8321709,34.64032145,40.45513507,0.618323506,3.435291119,0.562493417,0.356153461,193.7353292,29.09284212,28.46796774,3.899606672,55.94604238,2.389684602,4.27140956,1.50992207,-381.4449996,292.0227701,18.76262678,123.0757265,-0.041996118,0.047144321,3.508986947,0,0,1,0,53012.84838,0,0,0,0,#DIV/0!,-1,RECT-1433-20180708-09_15_27,260.1423462,342.192,0.239776657,0.5,1009.185368,17.23152856,120.9895469,1,0.018065589,-1,-,0,342.192,0.239776657,#DIV/0!,0.239776657,#DIV/0!,-,-,-,-,-,-,-,-,1200.002581,1009.185368,0.840985998,0.191971996,2,0.5,0: Broadleaf,1531059232,399.213,419.8761935,23.58150968,15.14464839,200.2066129,101.2371935,0.100025106,30.04473548,28.46796774,999.9,10003.80161,0,0.00152894,1200.002581,0.966996032,0.033004068,0,260.1115161,4.99999,4062.467419,11997.65484,45.42925806,47.375,46.44716129,46.556,47.75,1155.562581,39.44,0,211.5,260.1423462,2.176239309,18.16000004,4062.05,15,1531058963,9:09:23,3,-0.533,0.046,413,17,0.11,0.02,-20.65857317,-0.751275261,0.180118527,0,224.7270882,-6.248965068,0.636933156,0,8.437869268,0.097790592,0.021862157,1,1,2,02-Jan,100,100,-0.533,0.046,2,182.809,519.559,27.0001,28.5279,30.0003,28.3946,28.2917,15.4893,49.3617,0,27,420.273,15.0378,100.431,100.44
